Name,Record ID,Organization Full Name,Trimmed Name,Shorthand,Type,Sub-Type,EIN,EIN searched,Parent Org,Website,Mission/Description,Network Membership,# Networks,Network Founder,Maps Managed,Tech Tools,People,Street,City,State,Zip,General Contact Email,Org Phone,Location Scope,Location Notes,Data Source,Tax Class/Subsection,Subsection Description,nonprofit class w description,NTEE Code,Goals,Category of Work,Methods,Self-Identified Ideology,Funder Type,External Schema,DFN Coding,Candid Subject,Candid Population,CC Primary Work,CC Topic(s),CC Work Area(s),CC Audiences,Link to Agora,2022 Revenue,2021 Revenue,2020 Revenue,2019 Revenue,2018 Revenue,2017 Revenue,2016 Revenue,2015 Revenue,Full Data,FLAG FOR REVIEW,Reason for flag/review,Flagged/unflagged by,Notes,Last modified,Created by,Orgs & Funders table,Latest Tax Year (from Link to Agora),DFN 990 data,Last modified by,Ruling Year,IRS Org Name,Resolved,Resolved by,Organization does not exist,Organization does not meet criteria for inclusion,Notes about not meeting criteria,Latitude,Longitude
Woodmen of the World Life Insurance Society,8460,Woodmen of the World Life Insurance Society,Woodmen of the World Life Insurance Society,,Practitioner Organization,Chapter,23-7629746,,,,,,0,,,,,3478 County Road 9,Lafayette,AL,36862,,,,,Candid,501(c)(8),Fraternal Beneficiary Societies,501(c)(8) Fraternal Beneficiary Societies,Q35 International Democracy & Civil Society Development,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,,,,,Democracy,,,,,,,,,,,,,,,,,,,,12/26/2023,Rachel Fersh,,,,Rachel Fersh,,,,,,,,,
Woodmen of the World Life Insurance Society,8461,Woodmen of the World Life Insurance Society,Woodmen of the World Life Insurance Society,,Practitioner Organization,Chapter,23-7629895,,,,,,0,,,,,149 Grant St SE,Pelham,GA,31779,,,,,Candid,501(c)(8),Fraternal Beneficiary Societies,501(c)(8) Fraternal Beneficiary Societies,Q35 International Democracy & Civil Society Development,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,,,,,Democracy,,,,,,WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY,$0.00,,,$0.00,,,,,,checked,chapter organization to be batched,Breanna Bowyer,,5/7/2024,Rachel Fersh,,2022,,Breanna Bowyer,1941,WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY,,,,,,,
Woodmen of the World Life Insurance Society,8462,Woodmen of the World Life Insurance Society,Woodmen of the World Life Insurance Society,,Practitioner Organization,Chapter,54-1231276,,,,,,0,,,,,PO Box 191,Tappahannock,VA,22560,,,,,Candid,501(c)(8),Fraternal Beneficiary Societies,501(c)(8) Fraternal Beneficiary Societies,Q35 International Democracy & Civil Society Development,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,,,,,Democracy,,,,,,,,,,,,,,,,,,,,12/26/2023,Rachel Fersh,,,,Rachel Fersh,,,,,,,,,
Woodmen of the World Life Insurance Society,8463,Woodmen of the World Life Insurance Society,Woodmen of the World Life Insurance Society,,Practitioner Organization,Chapter,23-7630891,,,,,,0,,,,,610 Pecan Cir,Hickman,KY,42050,,,,,Candid,501(c)(8),Fraternal Beneficiary Societies,501(c)(8) Fraternal Beneficiary Societies,Q35 International Democracy & Civil Society Development,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,,,,,Democracy,,,,,,WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY,$0.00,,,$0.00,,,,,,,,,,1/3/2024,Rachel Fersh,,2022,,Rachel Fersh,1941,WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY,,,,,,,
Woodmen of the World Life Insurance Society,8464,Woodmen of the World Life Insurance Society,Woodmen of the World Life Insurance Society,,Practitioner Organization,Chapter,23-7631092,,,,,,0,,,,,13336 Main St,Williston,SC,29853,,,,,Candid,501(c)(8),Fraternal Beneficiary Societies,501(c)(8) Fraternal Beneficiary Societies,Q35 International Democracy & Civil Society Development,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,,,,,Democracy,,,,,,WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY,$0.00,,,$0.00,,,,,,,,,,1/3/2024,Rachel Fersh,,2022,,Rachel Fersh,1941,WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY,,,,,,,
Woodmen of the World Life Insurance Society,8465,Woodmen of the World Life Insurance Society,Woodmen of the World Life Insurance Society,,Practitioner Organization,Chapter,61-1077261,,,,,,0,,,,,1700 FARNAM ST,OMAHA,NE,68102,,,,,Candid,501(c)(8),Fraternal Beneficiary Societies,501(c)(8) Fraternal Beneficiary Societies,Q35 International Democracy & Civil Society Development,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,,,,,Democracy,,,,,,WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY,$0.00,,,$0.00,,,,,,,,,,1/3/2024,Rachel Fersh,,2022,,Rachel Fersh,1941,WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY,,,,,,,
Woodmen of the World Life Insurance Society,8466,Woodmen of the World Life Insurance Society,Woodmen of the World Life Insurance Society,,Practitioner Organization,Chapter,23-7629259,,,,,,0,,,,,1411 Park Dr,Thibodaux,LA,70301,,,,,Candid,501(c)(8),Fraternal Beneficiary Societies,501(c)(8) Fraternal Beneficiary Societies,Q35 International Democracy & Civil Society Development,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,,,,,Democracy,,,,,,WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY,$0.00,,,$0.00,,,,,,,,,,1/3/2024,Rachel Fersh,,2022,,Rachel Fersh,1941,WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY,,,,,,,
Woodmen of the World Life Insurance Society,8467,Woodmen of the World Life Insurance Society,Woodmen of the World Life Insurance Society,,Practitioner Organization,Chapter,23-7630143,,,,,,0,,,,,1516 Mint Meadows Dr,Maryville,TN,37803,,,,,Candid,501(c)(8),Fraternal Beneficiary Societies,501(c)(8) Fraternal Beneficiary Societies,Q35 International Democracy & Civil Society Development,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,,,,,Democracy,,,,,,WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY,$0.00,,,$0.00,,,,,,,,,,1/3/2024,Rachel Fersh,,2022,,Rachel Fersh,1941,WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY,,,,,,,
Woodmen of the World Life Insurance Society,8468,Woodmen of the World Life Insurance Society,Woodmen of the World Life Insurance Society,,Practitioner Organization,Chapter,23-7630714,,,,,,0,,,,,1700 Farnam St Fl 7,Omaha,NE,68102,,,,,Candid,501(c)(8),Fraternal Beneficiary Societies,501(c)(8) Fraternal Beneficiary Societies,Q35 International Democracy & Civil Society Development,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,,,,,Democracy,,,,,,WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY,$0.00,,,$0.00,,,,,,,,,,1/3/2024,Rachel Fersh,,2022,,Rachel Fersh,1941,WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY,,,,,,,
Woodmen of the World Life Insurance Society,8469,Woodmen of the World Life Insurance Society,Woodmen of the World Life Insurance Society,,Practitioner Organization,Chapter,23-7629027,,,,,,0,,,,,1624 Spring Branch Rd,Tar Heel,NC,28392,,,,,Candid,501(c)(8),Fraternal Beneficiary Societies,501(c)(8) Fraternal Beneficiary Societies,Q35 International Democracy & Civil Society Development,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,,,,,Democracy,,,,,,WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY,$0.00,,,$0.00,,,,,,,,,,1/3/2024,Rachel Fersh,,2022,,Rachel Fersh,1941,WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY,,,,,,,
Woodmen of the World Life Insurance Society,8470,Woodmen of the World Life Insurance Society,Woodmen of the World Life Insurance Society,,Practitioner Organization,Chapter,51-0590656,,,,,,0,,,,,15660 County Road 3536,Ada,OK,74820,,,,,Candid,501(c)(8),Fraternal Beneficiary Societies,501(c)(8) Fraternal Beneficiary Societies,Q35 International Democracy & Civil Society Development,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,,,,,Democracy,,,,,,WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY,$0.00,,,$0.00,,,,,,,,,,1/3/2024,Rachel Fersh,,2022,,Rachel Fersh,1941,WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY,,,,,,,
Woodmen of the World Life Insurance Society,8471,Woodmen of the World Life Insurance Society,Woodmen of the World Life Insurance Society,,Practitioner Organization,Chapter,75-1839335,,,,,,0,,,,,786 County Road 909,Stephenville,TX,76401,,,,,Candid,501(c)(8),Fraternal Beneficiary Societies,501(c)(8) Fraternal Beneficiary Societies,Q35 International Democracy & Civil Society Development,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,,,,,Democracy,,,,,,WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY,$0.00,,,$0.00,,,,,,checked,chapter organization to be batched;,Breanna Bowyer,,4/23/2024,Rachel Fersh,,2022,,Breanna Bowyer,1941,WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY,,,,,,,
Woodmen of the World Life Insurance Society,8472,Woodmen of the World Life Insurance Society,Woodmen of the World Life Insurance Society,,Practitioner Organization,Chapter,23-7630079,,,,,,0,,,,,1700 FARNAM ST FL 7,OMAHA,NE,68102,,,,,Candid,501(c)(8),Fraternal Beneficiary Societies,501(c)(8) Fraternal Beneficiary Societies,Q35 International Democracy & Civil Society Development,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,,,,,Democracy,,,,,,WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY,$0.00,,,$0.00,,,,,,,,,,1/3/2024,Rachel Fersh,,2022,,Rachel Fersh,1941,WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY,,,,,,,
Woodmen of the World Life Insurance Society,8473,Woodmen of the World Life Insurance Society,Woodmen of the World Life Insurance Society,,Practitioner Organization,Chapter,23-7630431,,,,,,0,,,,,342 Maplewood Ln,Lawrenceville,VA,23868,,,,,Candid,501(c)(8),Fraternal Beneficiary Societies,501(c)(8) Fraternal Beneficiary Societies,Q35 International Democracy & Civil Society Development,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,,,,,Democracy,,,,,,WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY,$0.00,,,$0.00,,,,,,,,,,1/3/2024,Rachel Fersh,,2022,,Rachel Fersh,1941,WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY,,,,,,,
Woodmen of the World Life Insurance Society,8474,Woodmen of the World Life Insurance Society,Woodmen of the World Life Insurance Society,,Practitioner Organization,Chapter,51-0224583,,,,,,0,,,,,1011 Pinner Pl,Myrtle Beach,SC,29577,,,,,Candid,501(c)(8),Fraternal Beneficiary Societies,501(c)(8) Fraternal Beneficiary Societies,Q35 International Democracy & Civil Society Development,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,,,,,Democracy,,,,,,,,,,,,,,,,,,,,12/26/2023,Rachel Fersh,,,,Rachel Fersh,,,,,,,,,
Woodmen of the World Life Insurance Society,8475,Woodmen of the World Life Insurance Society,Woodmen of the World Life Insurance Society,,Practitioner Organization,Chapter,23-7630060,,,,,,0,,,,,4359 Beech Bluff Rd,Beech Bluff,TN,38313,,,,,Candid,501(c)(8),Fraternal Beneficiary Societies,501(c)(8) Fraternal Beneficiary Societies,Q35 International Democracy & Civil Society Development,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,,,,,Democracy,,,,,,WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY,$0.00,,,$0.00,,,,,,,,,,1/3/2024,Rachel Fersh,,2022,,Rachel Fersh,1941,WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY,,,,,,,
Woodmen of the World Life Insurance Society,8476,Woodmen of the World Life Insurance Society,Woodmen of the World Life Insurance Society,,Practitioner Organization,Chapter,23-7629165,,,,,,0,,,,,1303 Fairmont Rd,Sylacauga,AL,35150,,,,,Candid,501(c)(8),Fraternal Beneficiary Societies,501(c)(8) Fraternal Beneficiary Societies,Q35 International Democracy & Civil Society Development,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,,,,,Democracy,,,,,,WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY,$0.00,,,$0.00,,,,,,,,,,1/3/2024,Rachel Fersh,,2022,,Rachel Fersh,1941,WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY,,,,,,,
Woodmen of the World Life Insurance Society,8477,Woodmen of the World Life Insurance Society,Woodmen of the World Life Insurance Society,,Practitioner Organization,Chapter,23-7106187,,,,,,0,,,,,1508 17TH ST,WDM,IA,50265,,,,,Candid,501(c)(8),Fraternal Beneficiary Societies,501(c)(8) Fraternal Beneficiary Societies,Q35 International Democracy & Civil Society Development,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,,,,,Democracy,,,,,,WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY,$0.00,,,$0.00,,,,,,,,,,1/3/2024,Rachel Fersh,,2022,,Rachel Fersh,1941,WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY,,,,,,,
Woodmen of the World Life Insurance Society,8478,Woodmen of the World Life Insurance Society,Woodmen of the World Life Insurance Society,,Practitioner Organization,Chapter,23-7628664,,,,,,0,,,,,9940 Ivanhoe Ave,Schiller Park,IL,60176,,,,,Candid,501(c)(8),Fraternal Beneficiary Societies,501(c)(8) Fraternal Beneficiary Societies,Q35 International Democracy & Civil Society Development,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,,,,,Democracy,,,,,,WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY,$0.00,,,$0.00,,,,,,,,,,1/3/2024,Rachel Fersh,,2022,,Rachel Fersh,1941,WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY,,,,,,,
Woodmen of the World Life Insurance Society,8479,Woodmen of the World Life Insurance Society,Woodmen of the World Life Insurance Society,,Practitioner Organization,Chapter,23-7629754,,,,,,0,,,,,PO Box 1203,Clifton,AZ,85533,,,,,Candid,501(c)(8),Fraternal Beneficiary Societies,501(c)(8) Fraternal Beneficiary Societies,Q35 International Democracy & Civil Society Development,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,,,,,Democracy,,,,,,WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY,,,,$0.00,,,,,,,,Rachel Fersh,,1/3/2024,Rachel Fersh,,2019,,Rachel Fersh,1941,WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY,,,,,,,
Woodmen of the World Life Insurance Society,8480,Woodmen of the World Life Insurance Society,Woodmen of the World Life Insurance Society,,Practitioner Organization,Chapter,23-7630727,,,,,,0,,,,,709 Dogwood Ln,Lakeland,FL,33813,,,,,Candid,501(c)(8),Fraternal Beneficiary Societies,501(c)(8) Fraternal Beneficiary Societies,Q35 International Democracy & Civil Society Development,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,,,,,Democracy,,,,,,,,,,,,,,,,,,,,12/26/2023,Rachel Fersh,,,,Rachel Fersh,,,,,,,,,
Woodmen of the World Life Insurance Society,8481,Woodmen of the World Life Insurance Society,Woodmen of the World Life Insurance Society,,Practitioner Organization,Chapter,23-7629709,,,,,,0,,,,,482 County Route 353,Rensselaerville,NY,12147,,,,,Candid,501(c)(8),Fraternal Beneficiary Societies,501(c)(8) Fraternal Beneficiary Societies,Q35 International Democracy & Civil Society Development,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,,,,,Democracy,,,,,,WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY,$0.00,,,$0.00,,,,,,,,,,1/3/2024,Rachel Fersh,,2022,,Rachel Fersh,1941,WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY,,,,,,,
Woodmen of the World Life Insurance Society,8482,Woodmen of the World Life Insurance Society,Woodmen of the World Life Insurance Society,,Practitioner Organization,Chapter,23-7631217,,,,,,0,,,,,1731 Dudley St,Eunice,LA,70535,,,,,Candid,501(c)(8),Fraternal Beneficiary Societies,501(c)(8) Fraternal Beneficiary Societies,Q35 International Democracy & Civil Society Development,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,,,,,Democracy,,,,,,WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY,$0.00,,,$0.00,,,,,,,,,,1/3/2024,Rachel Fersh,,2022,,Rachel Fersh,1941,WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY,,,,,,,
Woodmen of the World Life Insurance Society,8483,Woodmen of the World Life Insurance Society,Woodmen of the World Life Insurance Society,,Practitioner Organization,Chapter,23-7630433,,,,,,0,,,,,PO Box 810,Appomattox,VA,24522,,,,,Candid,501(c)(8),Fraternal Beneficiary Societies,501(c)(8) Fraternal Beneficiary Societies,Q35 International Democracy & Civil Society Development,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,,,,,Democracy,,,,,,WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY,$0.00,,,$0.00,,,,,,,,,,1/3/2024,Rachel Fersh,,2022,,Rachel Fersh,1941,WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY,,,,,,,
Woodmen of the World Life Insurance Society,8484,Woodmen of the World Life Insurance Society,Woodmen of the World Life Insurance Society,,Practitioner Organization,Chapter,23-7628975,,,,,,0,,,,,728 Jim Blake Rd,Jacksonville,NC,28540,,,,,Candid,501(c)(8),Fraternal Beneficiary Societies,501(c)(8) Fraternal Beneficiary Societies,Q35 International Democracy & Civil Society Development,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,,,,,Democracy,,,,,,WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY,$0.00,,,$0.00,,,,,,,,,,1/3/2024,Rachel Fersh,,2022,,Rachel Fersh,1941,WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY,,,,,,,
Woodmen of the World Life Insurance Society,8485,Woodmen of the World Life Insurance Society,Woodmen of the World Life Insurance Society,,Practitioner Organization,Chapter,23-7310282,,,,,,0,,,,,4165 27th Ave NE,Naples,FL,34120,,,,,Candid,501(c)(8),Fraternal Beneficiary Societies,501(c)(8) Fraternal Beneficiary Societies,Q35 International Democracy & Civil Society Development,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,,,,,Democracy,,,,,,WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY,$0.00,,,$0.00,,,,,,,,,,1/3/2024,Rachel Fersh,,2022,,Rachel Fersh,1941,WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY,,,,,,,
Woodmen of the World Life Insurance Society,8486,Woodmen of the World Life Insurance Society,Woodmen of the World Life Insurance Society,,Practitioner Organization,Chapter,23-7629888,,,,,,0,,,,,1413 Cemetery Rd,Cordele,GA,31015,,,,,Candid,501(c)(8),Fraternal Beneficiary Societies,501(c)(8) Fraternal Beneficiary Societies,Q35 International Democracy & Civil Society Development,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,,,,,Democracy,,,,,,WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY,$0.00,,,$0.00,,,,,,checked,chapter organization to be batched;,Breanna Bowyer,,5/7/2024,Rachel Fersh,,2022,,Breanna Bowyer,1941,WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY,,,,,,,
Woodmen of the World Life Insurance Society,8487,Woodmen of the World Life Insurance Society,Woodmen of the World Life Insurance Society,,Practitioner Organization,Chapter,23-7628890,,,,,,0,,,,,32 Dinky Track Rd,Oakland,MD,21550,,,,,Candid,501(c)(8),Fraternal Beneficiary Societies,501(c)(8) Fraternal Beneficiary Societies,Q35 International Democracy & Civil Society Development,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,,,,,Democracy,,,,,,WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY,$0.00,,,$0.00,,,,,,,,,,1/3/2024,Rachel Fersh,,2022,,Rachel Fersh,1941,WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY,,,,,,,
Woodmen of the World Life Insurance Society,8488,Woodmen of the World Life Insurance Society,Woodmen of the World Life Insurance Society,,Practitioner Organization,Chapter,51-0207364,,,,,,0,,,,,6 Howe Rd,Coram,NY,11727,,,,,Candid,501(c)(8),Fraternal Beneficiary Societies,501(c)(8) Fraternal Beneficiary Societies,Q35 International Democracy & Civil Society Development,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,,,,,Democracy,,,,,,,,,,,,,,,,,,,,12/26/2023,Rachel Fersh,,,,Rachel Fersh,,,,,,,,,
Woodmen of the World Life Insurance Society,8489,Woodmen of the World Life Insurance Society,Woodmen of the World Life Insurance Society,,Practitioner Organization,Chapter,23-7630830,,,,,,0,,,,,966 Norchester Dr,Henderson,TN,38340,,,,,Candid,501(c)(8),Fraternal Beneficiary Societies,501(c)(8) Fraternal Beneficiary Societies,Q35 International Democracy & Civil Society Development,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,,,,,Democracy,,,,,,WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY,$0.00,,,$0.00,,,,,,,,,,1/3/2024,Rachel Fersh,,2022,,Rachel Fersh,1941,WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY,,,,,,,
Woodmen of the World Life Insurance Society,8490,Woodmen of the World Life Insurance Society,Woodmen of the World Life Insurance Society,,Practitioner Organization,Chapter,23-7630212,,,,,,0,,,,,4170 Cottonwood Rd,La Grange,TX,78945,,,,,Candid,501(c)(8),Fraternal Beneficiary Societies,501(c)(8) Fraternal Beneficiary Societies,Q35 International Democracy & Civil Society Development,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,,,,,Democracy,,,,,,WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY,$0.00,,,$0.00,,,,,,checked,chapter organization to be batched;,Breanna Bowyer,,4/23/2024,Rachel Fersh,,2022,,Breanna Bowyer,1941,WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY,,,,,,,
Woodmen of the World Life Insurance Society,8491,Woodmen of the World Life Insurance Society,Woodmen of the World Life Insurance Society,,Practitioner Organization,Chapter,23-7629286,,,,,,0,,,,,809 Maple St,Mamou,LA,70554,,,,,Candid,501(c)(8),Fraternal Beneficiary Societies,501(c)(8) Fraternal Beneficiary Societies,Q35 International Democracy & Civil Society Development,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,,,,,Democracy,,,,,,WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY,$0.00,,,$0.00,,,,,,,,,,1/3/2024,Rachel Fersh,,2022,,Rachel Fersh,1941,WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY,,,,,,,
Woodmen of the World Life Insurance Society,8492,Woodmen of the World Life Insurance Society,Woodmen of the World Life Insurance Society,,Practitioner Organization,Chapter,23-7630163,,,,,,0,,,,,16249 FM 1484 Rd,Conroe,TX,77303,,,,,Candid,501(c)(8),Fraternal Beneficiary Societies,501(c)(8) Fraternal Beneficiary Societies,Q35 International Democracy & Civil Society Development,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,,,,,Democracy,,,,,,WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY,$0.00,,,$0.00,,,,,,checked,chapter organization to be batched;,Breanna Bowyer,,4/23/2024,Rachel Fersh,,2022,,Breanna Bowyer,1941,WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY,,,,,,,
Woodmen of the World Life Insurance Society,8493,Woodmen of the World Life Insurance Society,Woodmen of the World Life Insurance Society,,Practitioner Organization,Chapter,88-0167894,,,,,,0,,,,,9938 Ridge Manor Ave,Las Vegas,NV,89148,,,,,Candid,501(c)(8),Fraternal Beneficiary Societies,501(c)(8) Fraternal Beneficiary Societies,Q35 International Democracy & Civil Society Development,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,,,,,Democracy,,,,,,WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY,$0.00,,,$0.00,,,,,,,,,,1/3/2024,Rachel Fersh,,2022,,Rachel Fersh,1941,WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY,,,,,,,
Woodmen of the World Life Insurance Society,8494,Woodmen of the World Life Insurance Society,Woodmen of the World Life Insurance Society,,Practitioner Organization,Chapter,23-7629254,,,,,,0,,,,,1700 FARNAM ST FL 7,OMAHA,NE,68102,,,,,Candid,501(c)(8),Fraternal Beneficiary Societies,501(c)(8) Fraternal Beneficiary Societies,Q35 International Democracy & Civil Society Development,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,,,,,Democracy,,,,,,WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY,$0.00,,,$0.00,,,,,,,,,,1/3/2024,Rachel Fersh,,2022,,Rachel Fersh,1941,WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY,,,,,,,
Woodmen of the World Life Insurance Society,8495,Woodmen of the World Life Insurance Society,Woodmen of the World Life Insurance Society,,Practitioner Organization,Chapter,23-7629482,,,,,,0,,,,,116 Juniper Rd,Fenelton,PA,16034,,,,,Candid,501(c)(8),Fraternal Beneficiary Societies,501(c)(8) Fraternal Beneficiary Societies,Q35 International Democracy & Civil Society Development,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,,,,,Democracy,,,,,,WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY,$0.00,,,$0.00,,,,,,checked,chapter organization to be batched; ,Breanna Bowyer,,5/13/2024,Rachel Fersh,,2022,,Breanna Bowyer,1941,WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY,,,,,,,
Woodmen of the World Life Insurance Society,8496,Woodmen of the World Life Insurance Society,Woodmen of the World Life Insurance Society,,Practitioner Organization,Chapter,23-7629787,,,,,,0,,,,,221 S Adele St,Perry,AR,72125,,,,,Candid,501(c)(8),Fraternal Beneficiary Societies,501(c)(8) Fraternal Beneficiary Societies,Q35 International Democracy & Civil Society Development,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,,,,,Democracy,,,,,,WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY,$0.00,,,$0.00,,,,,,,,,,1/3/2024,Rachel Fersh,,2022,,Rachel Fersh,1941,WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY,,,,,,,
Woodmen of the World Life Insurance Society,8497,Woodmen of the World Life Insurance Society,Woodmen of the World Life Insurance Society,,Practitioner Organization,Chapter,51-0207241,,,,,,0,,,,,4260 Ky 6,Barbourville,KY,40906,,,,,Candid,501(c)(8),Fraternal Beneficiary Societies,501(c)(8) Fraternal Beneficiary Societies,Q35 International Democracy & Civil Society Development,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,,,,,Democracy,,,,,,WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY,$0.00,,,$0.00,,,,,,,,,,1/3/2024,Rachel Fersh,,2022,,Rachel Fersh,1941,WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY,,,,,,,
Woodmen of the World Life Insurance Society,8498,Woodmen of the World Life Insurance Society,Woodmen of the World Life Insurance Society,,,,62-1514980,,,,THE FRATERNAL ORGANIZAATION IS COMMITTED TO HELPING FAMILIES SEEKING INSURANCE PROTECTION AND FINANCIAL SECURITY. IT ALSO PROVIDES LEADERSHIP AND GUIDANCE TO ITS MEMBERS AND IS COMMITTED TO HAVING A POSITIVE IMPACT ON THE COMMUNITIES THAT IT SERVES.,,0,,,,,212 BRADFORD RD,FOSTER,KY,41043,,,Community/Local - single,,Candid,501(c)(8),Fraternal Beneficiary Societies,501(c)(8) Fraternal Beneficiary Societies,Q35 International Democracy & Civil Society Development,Service & Volunteerism,Service & Volunteerism,Service and Volunteerism,,,,,Democracy,,,,,,WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY,$0.00,,,$0.00,,,,,,,,,,1/3/2024,Rachel Fersh,,2022,,Rachel Fersh,1941,WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY,,,,,,,
