"","Name","Record ID","Organization Full Name","Trimmed Name","Shorthand","Type","Sub-Type","EIN","EIN searched","Parent Org","Website","Mission/Description","Network Membership","# Networks","Network Founder","Maps Managed","Tech Tools","People","Street","City","State","Zip","General Contact Email","Org Phone","Location Scope","Location Notes","Data Source","Tax Class/Subsection","Subsection Description","nonprofit class w description","NTEE Code","Goals","Category of Work","Methods","Self-Identified Ideology","Funder Type","External Schema","DFN Coding","Candid Subject","Candid Population","CC Primary Work","CC Topic(s)","CC Work Area(s)","CC Audiences","Link to Agora","2022 Revenue","2021 Revenue","2020 Revenue","2019 Revenue","2018 Revenue","2017 Revenue","2016 Revenue","2015 Revenue","Full Data","FLAG FOR REVIEW","Reason for flag/review","Flagged/unflagged by","Notes","Last modified","Created by","Orgs & Funders table","Latest Tax Year (from Link to Agora)","DFN 990 data","Last modified by","Ruling Year","IRS Org Name","Resolved","Resolved by","Organization does not exist","Organization does not meet criteria for inclusion","Notes about not meeting criteria","Latitude","Longitude","lat","long"
"1239","Woodmen of the World Life Insurance Society",8493,"Woodmen of the World Life Insurance Society","Woodmen of the World Life Insurance Society",NA,"Practitioner Organization","Chapter","88-0167894",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"9938 Ridge Manor Ave","Las Vegas","NV",89148,NA,NA,NA,NA,"Candid","501(c)(8)","Fraternal Beneficiary Societies","501(c)(8) Fraternal Beneficiary Societies","Q35 International Democracy & Civil Society Development","Service & Volunteerism","Service & Volunteerism","Service and Volunteerism",NA,NA,NA,NA,"Democracy",NA,NA,NA,NA,NA,"WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY","$0.00",NA,NA,"$0.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1/3/2024","Rachel Fersh",NA,2022,NA,"Rachel Fersh",1941,"WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY",NA,NA,NA,NA,NA,NA,NA,36.1672559,-115.148516
"1240","Woodmen of the World Life Insurance Society",8494,"Woodmen of the World Life Insurance Society","Woodmen of the World Life Insurance Society",NA,"Practitioner Organization","Chapter","23-7629254",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"1700 FARNAM ST FL 7","OMAHA","NE",68102,NA,NA,NA,NA,"Candid","501(c)(8)","Fraternal Beneficiary Societies","501(c)(8) Fraternal Beneficiary Societies","Q35 International Democracy & Civil Society Development","Service & Volunteerism","Service & Volunteerism","Service and Volunteerism",NA,NA,NA,NA,"Democracy",NA,NA,NA,NA,NA,"WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY","$0.00",NA,NA,"$0.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1/3/2024","Rachel Fersh",NA,2022,NA,"Rachel Fersh",1941,"WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY",NA,NA,NA,NA,NA,NA,NA,41.2587459,-95.9383758
"1241","Woodmen of the World Life Insurance Society",8495,"Woodmen of the World Life Insurance Society","Woodmen of the World Life Insurance Society",NA,"Practitioner Organization","Chapter","23-7629482",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"116 Juniper Rd","Fenelton","PA",16034,NA,NA,NA,NA,"Candid","501(c)(8)","Fraternal Beneficiary Societies","501(c)(8) Fraternal Beneficiary Societies","Q35 International Democracy & Civil Society Development","Service & Volunteerism","Service & Volunteerism","Service and Volunteerism",NA,NA,NA,NA,"Democracy",NA,NA,NA,NA,NA,"WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY","$0.00",NA,NA,"$0.00",NA,NA,NA,NA,NA,"checked","chapter organization to be batched;","Breanna Bowyer",NA,"5/13/2024","Rachel Fersh",NA,2022,NA,"Breanna Bowyer",1941,"WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY",NA,NA,NA,NA,NA,NA,NA,40.8703418,-79.7261609
"1242","Woodmen of the World Life Insurance Society",8496,"Woodmen of the World Life Insurance Society","Woodmen of the World Life Insurance Society",NA,"Practitioner Organization","Chapter","23-7629787",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"221 S Adele St","Perry","AR",72125,NA,NA,NA,NA,"Candid","501(c)(8)","Fraternal Beneficiary Societies","501(c)(8) Fraternal Beneficiary Societies","Q35 International Democracy & Civil Society Development","Service & Volunteerism","Service & Volunteerism","Service and Volunteerism",NA,NA,NA,NA,"Democracy",NA,NA,NA,NA,NA,"WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY","$0.00",NA,NA,"$0.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1/3/2024","Rachel Fersh",NA,2022,NA,"Rachel Fersh",1941,"WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY",NA,NA,NA,NA,NA,NA,NA,35.0461909,-92.7942102
"1243","Woodmen of the World Life Insurance Society",8497,"Woodmen of the World Life Insurance Society","Woodmen of the World Life Insurance Society",NA,"Practitioner Organization","Chapter","51-0207241",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"4260 Ky 6","Barbourville","KY",40906,NA,NA,NA,NA,"Candid","501(c)(8)","Fraternal Beneficiary Societies","501(c)(8) Fraternal Beneficiary Societies","Q35 International Democracy & Civil Society Development","Service & Volunteerism","Service & Volunteerism","Service and Volunteerism",NA,NA,NA,NA,"Democracy",NA,NA,NA,NA,NA,"WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY","$0.00",NA,NA,"$0.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1/3/2024","Rachel Fersh",NA,2022,NA,"Rachel Fersh",1941,"WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY",NA,NA,NA,NA,NA,NA,NA,36.8664765,-83.8888138
"1244","Woodmen of the World Life Insurance Society",8498,"Woodmen of the World Life Insurance Society","Woodmen of the World Life Insurance Society",NA,NA,NA,"62-1514980",NA,NA,NA,"THE FRATERNAL ORGANIZAATION IS COMMITTED TO HELPING FAMILIES SEEKING INSURANCE PROTECTION AND FINANCIAL SECURITY. IT ALSO PROVIDES LEADERSHIP AND GUIDANCE TO ITS MEMBERS AND IS COMMITTED TO HAVING A POSITIVE IMPACT ON THE COMMUNITIES THAT IT SERVES.",NA,0,NA,NA,NA,NA,"212 BRADFORD RD","FOSTER","KY",41043,NA,NA,"Community/Local - single",NA,"Candid","501(c)(8)","Fraternal Beneficiary Societies","501(c)(8) Fraternal Beneficiary Societies","Q35 International Democracy & Civil Society Development","Service & Volunteerism","Service & Volunteerism","Service and Volunteerism",NA,NA,NA,NA,"Democracy",NA,NA,NA,NA,NA,"WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY","$0.00",NA,NA,"$0.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1/3/2024","Rachel Fersh",NA,2022,NA,"Rachel Fersh",1941,"WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY",NA,NA,NA,NA,NA,NA,NA,38.7992355,-84.2129899
"1245","Woodmen of the World Life Insurance Society",8499,"Woodmen of the World Life Insurance Society","Woodmen of the World Life Insurance Society",NA,"Practitioner Organization","Chapter","23-7332328",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"1700 Farnam St Fl 7","Omaha","NE",68102,NA,NA,NA,NA,"Candid","501(c)(8)","Fraternal Beneficiary Societies","501(c)(8) Fraternal Beneficiary Societies","Q35 International Democracy & Civil Society Development","Service & Volunteerism","Service & Volunteerism","Service and Volunteerism",NA,NA,NA,NA,"Democracy",NA,NA,NA,NA,NA,"WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY","$0.00",NA,NA,"$0.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1/3/2024","Rachel Fersh",NA,2022,NA,"Rachel Fersh",1941,"WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY",NA,NA,NA,NA,NA,NA,NA,41.2587459,-95.9383758
"1246","Woodmen of the World Life Insurance Society",8500,"Woodmen of the World Life Insurance Society","Woodmen of the World Life Insurance Society",NA,"Practitioner Organization","Chapter","23-7631130",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"215 McElwain Rd","Swansea","SC",29160,NA,NA,NA,NA,"Candid","501(c)(8)","Fraternal Beneficiary Societies","501(c)(8) Fraternal Beneficiary Societies","Q35 International Democracy & Civil Society Development","Service & Volunteerism","Service & Volunteerism","Service and Volunteerism",NA,NA,NA,NA,"Democracy",NA,NA,NA,NA,NA,"WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY","$0.00",NA,NA,"$0.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1/3/2024","Rachel Fersh",NA,2022,NA,"Rachel Fersh",1941,"WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY",NA,NA,NA,NA,NA,NA,NA,33.7382088,-81.0978734
"1247","Woodmen of the World Life Insurance Society",8501,"Woodmen of the World Life Insurance Society","Woodmen of the World Life Insurance Society",NA,"Practitioner Organization","Chapter","58-1408688",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"1509 Seven Knobs Rd","Gainesboro","TN",38562,NA,NA,NA,NA,"Candid","501(c)(8)","Fraternal Beneficiary Societies","501(c)(8) Fraternal Beneficiary Societies","Q35 International Democracy & Civil Society Development","Service & Volunteerism","Service & Volunteerism","Service and Volunteerism",NA,NA,NA,NA,"Democracy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12/26/2023","Rachel Fersh",NA,NA,NA,"Rachel Fersh",NA,NA,NA,NA,NA,NA,NA,NA,NA,36.355428,-85.6588652
"1248","Woodmen of the World Life Insurance Society",8502,"Woodmen of the World Life Insurance Society","Woodmen of the World Life Insurance Society",NA,"Practitioner Organization","Chapter","23-7629159",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"PO Box 122","Brantley","AL",36009,NA,NA,NA,NA,"Candid","501(c)(8)","Fraternal Beneficiary Societies","501(c)(8) Fraternal Beneficiary Societies","Q35 International Democracy & Civil Society Development","Service & Volunteerism","Service & Volunteerism","Service and Volunteerism",NA,NA,NA,NA,"Democracy",NA,NA,NA,NA,NA,"WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY","$0.00",NA,NA,"$0.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1/3/2024","Rachel Fersh",NA,2022,NA,"Rachel Fersh",1941,"WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY",NA,NA,NA,NA,NA,NA,NA,31.5823832,-86.2571786
"1249","Woodmen of the World Life Insurance Society",8503,"Woodmen of the World Life Insurance Society","Woodmen of the World Life Insurance Society",NA,"Practitioner Organization","Chapter","23-7629723",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"6241 Highway 96","Millport","AL",35576,NA,NA,NA,NA,"Candid","501(c)(8)","Fraternal Beneficiary Societies","501(c)(8) Fraternal Beneficiary Societies","Q35 International Democracy & Civil Society Development","Service & Volunteerism","Service & Volunteerism","Service and Volunteerism",NA,NA,NA,NA,"Democracy",NA,NA,NA,NA,NA,"WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY","$0.00",NA,NA,"$0.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1/3/2024","Rachel Fersh",NA,2022,NA,"Rachel Fersh",1941,"WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY",NA,NA,NA,NA,NA,NA,NA,33.5634478,-88.0814159
"1250","Woodmen of the World Life Insurance Society",8504,"Woodmen of the World Life Insurance Society","Woodmen of the World Life Insurance Society",NA,"Practitioner Organization","Chapter","23-7629760",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"12200 E State Route 69 Lot 355","Dewey","AZ",86327,NA,NA,NA,NA,"Candid","501(c)(8)","Fraternal Beneficiary Societies","501(c)(8) Fraternal Beneficiary Societies","Q35 International Democracy & Civil Society Development","Service & Volunteerism","Service & Volunteerism","Service and Volunteerism",NA,NA,NA,NA,"Democracy",NA,NA,NA,NA,NA,"WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY","$0.00",NA,NA,"$0.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1/3/2024","Rachel Fersh",NA,2022,NA,"Rachel Fersh",1941,"WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY",NA,NA,NA,NA,NA,NA,NA,34.5297551,-112.2421149
"1251","Woodmen of the World Life Insurance Society",8505,"Woodmen of the World Life Insurance Society","Woodmen of the World Life Insurance Society",NA,"Practitioner Organization","Chapter","59-2320669",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"401 E Evans Ave","Bonifay","FL",32425,NA,NA,NA,NA,"Candid","501(c)(8)","Fraternal Beneficiary Societies","501(c)(8) Fraternal Beneficiary Societies","Q35 International Democracy & Civil Society Development","Service & Volunteerism","Service & Volunteerism","Service and Volunteerism",NA,NA,NA,NA,"Democracy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12/26/2023","Rachel Fersh",NA,NA,NA,"Rachel Fersh",NA,NA,NA,NA,NA,NA,NA,NA,NA,30.7918559,-85.6796533
"1252","Woodmen of the World Life Insurance Society",8506,"Woodmen of the World Life Insurance Society","Woodmen of the World Life Insurance Society",NA,"Practitioner Organization","Chapter","23-7630155",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"103 Laguna Vista Ct","Chico","TX",76431,NA,NA,NA,NA,"Candid","501(c)(8)","Fraternal Beneficiary Societies","501(c)(8) Fraternal Beneficiary Societies","Q35 International Democracy & Civil Society Development","Service & Volunteerism","Service & Volunteerism","Service and Volunteerism",NA,NA,NA,NA,"Democracy",NA,NA,NA,NA,NA,"WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY","$0.00",NA,NA,"$0.00",NA,NA,NA,NA,NA,"checked","chapter organization to be batched;","Breanna Bowyer",NA,"4/23/2024","Rachel Fersh",NA,2022,NA,"Breanna Bowyer",1941,"WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY",NA,NA,NA,NA,NA,NA,NA,33.2959463,-97.7989236
"1253","Woodmen of the World Life Insurance Society",8507,"Woodmen of the World Life Insurance Society","Woodmen of the World Life Insurance Society",NA,"Practitioner Organization","Chapter","23-7629557",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"3879 Gordon Hwy","Harlem","GA",30814,NA,NA,NA,NA,"Candid","501(c)(8)","Fraternal Beneficiary Societies","501(c)(8) Fraternal Beneficiary Societies","Q35 International Democracy & Civil Society Development","Service & Volunteerism","Service & Volunteerism","Service and Volunteerism",NA,NA,NA,NA,"Democracy",NA,NA,NA,NA,NA,"WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY","$0.00",NA,NA,"$0.00",NA,NA,NA,NA,NA,"checked","chapter organization to be batched;","Breanna Bowyer",NA,"5/7/2024","Rachel Fersh",NA,2022,NA,"Breanna Bowyer",1941,"WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY",NA,NA,NA,NA,NA,NA,NA,33.4145834,-82.3126237
"1254","Woodmen of the World Life Insurance Society",8508,"Woodmen of the World Life Insurance Society","Woodmen of the World Life Insurance Society",NA,"Practitioner Organization","Chapter","23-7629714",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"2110 Delanie Dr","Selma","AL",36701,NA,NA,NA,NA,"Candid","501(c)(8)","Fraternal Beneficiary Societies","501(c)(8) Fraternal Beneficiary Societies","Q35 International Democracy & Civil Society Development","Service & Volunteerism","Service & Volunteerism","Service and Volunteerism",NA,NA,NA,NA,"Democracy",NA,NA,NA,NA,NA,"WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY","$0.00",NA,NA,"$0.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1/3/2024","Rachel Fersh",NA,2022,NA,"Rachel Fersh",1941,"WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY",NA,NA,NA,NA,NA,NA,NA,32.4078632,-87.0207473
"1255","Woodmen of the World Life Insurance Society",8509,"Woodmen of the World Life Insurance Society","Woodmen of the World Life Insurance Society",NA,"Practitioner Organization","Chapter","23-7630263",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"17615 Kickapoo Rd","Waller","TX",77484,NA,NA,NA,NA,"Candid","501(c)(8)","Fraternal Beneficiary Societies","501(c)(8) Fraternal Beneficiary Societies","Q35 International Democracy & Civil Society Development","Service & Volunteerism","Service & Volunteerism","Service and Volunteerism",NA,NA,NA,NA,"Democracy",NA,NA,NA,NA,NA,"WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY","$0.00",NA,NA,"$0.00",NA,NA,NA,NA,NA,"checked","chapter organization to be batched;","Breanna Bowyer",NA,"4/23/2024","Rachel Fersh",NA,2022,NA,"Breanna Bowyer",1941,"WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY",NA,NA,NA,NA,NA,NA,NA,30.0640003,-95.9250516
"1256","Woodmen of the World Life Insurance Society",8510,"Woodmen of the World Life Insurance Society","Woodmen of the World Life Insurance Society",NA,"Practitioner Organization","Chapter","23-7631216",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"505 Mardi Gras Rd","Carencro","LA",70520,NA,NA,NA,NA,"Candid","501(c)(8)","Fraternal Beneficiary Societies","501(c)(8) Fraternal Beneficiary Societies","Q35 International Democracy & Civil Society Development","Service & Volunteerism","Service & Volunteerism","Service and Volunteerism",NA,NA,NA,NA,"Democracy",NA,NA,NA,NA,NA,"WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY","$0.00",NA,NA,"$0.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1/3/2024","Rachel Fersh",NA,2022,NA,"Rachel Fersh",1941,"WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY",NA,NA,NA,NA,NA,NA,NA,30.317144,-92.0490096
"1257","Woodmen of the World Life Insurance Society",8511,"Woodmen of the World Life Insurance Society","Woodmen of the World Life Insurance Society",NA,"Practitioner Organization","Chapter","23-7629562",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"PO Box 815","Louisville","GA",30434,NA,NA,NA,NA,"Candid","501(c)(8)","Fraternal Beneficiary Societies","501(c)(8) Fraternal Beneficiary Societies","Q35 International Democracy & Civil Society Development","Service & Volunteerism","Service & Volunteerism","Service and Volunteerism",NA,NA,NA,NA,"Democracy",NA,NA,NA,NA,NA,"WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY","$0.00",NA,NA,"$0.00",NA,NA,NA,NA,NA,"checked","chapter organization to be batched;","Breanna Bowyer",NA,"5/7/2024","Rachel Fersh",NA,2022,NA,"Breanna Bowyer",1941,"WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY",NA,NA,NA,NA,NA,NA,NA,33.0015407,-82.4112377
"1258","Woodmen of the World Life Insurance Society",8512,"Woodmen of the World Life Insurance Society","Woodmen of the World Life Insurance Society",NA,"Practitioner Organization","Chapter","74-2703824",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"3901 Nubbin Hill Rd","Leslie","AR",72645,NA,NA,NA,NA,"Candid","501(c)(8)","Fraternal Beneficiary Societies","501(c)(8) Fraternal Beneficiary Societies","Q35 International Democracy & Civil Society Development","Service & Volunteerism","Service & Volunteerism","Service and Volunteerism",NA,NA,NA,NA,"Democracy",NA,NA,NA,NA,NA,"WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY","$0.00",NA,NA,"$0.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1/3/2024","Rachel Fersh",NA,2022,NA,"Rachel Fersh",1941,"WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY",NA,NA,NA,NA,NA,NA,NA,35.8303873,-92.5578551
"1259","Woodmen of the World Life Insurance Society",8513,"Woodmen of the World Life Insurance Society","Woodmen of the World Life Insurance Society",NA,NA,NA,"23-7628994",NA,NA,NA,"BENEFIT MEMBERS IN EVERY STAGE OF LIFE",NA,0,NA,NA,NA,NA,"345 W Chicago Ave","Pinebluff","NC",28373,NA,NA,"Community/Local - single",NA,"Candid","501(c)(8)","Fraternal Beneficiary Societies","501(c)(8) Fraternal Beneficiary Societies","Q35 International Democracy & Civil Society Development","Service & Volunteerism","Service & Volunteerism","Service and Volunteerism",NA,NA,NA,NA,"Democracy",NA,NA,NA,NA,NA,"WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY","$0.00",NA,NA,"$0.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1/3/2024","Rachel Fersh",NA,2022,NA,"Rachel Fersh",1941,"WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY",NA,NA,NA,NA,NA,NA,NA,35.1098795,-79.4722589
"1260","Woodmen of the World Life Insurance Society",8514,"Woodmen of the World Life Insurance Society","Woodmen of the World Life Insurance Society",NA,"Practitioner Organization","Chapter","81-0571920",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"PO Box 153, Keeseville NY 12944-0153","Keeseville","NY",12944,NA,NA,NA,NA,"Candid","501(c)(8)","Fraternal Beneficiary Societies","501(c)(8) Fraternal Beneficiary Societies","Q35 International Democracy & Civil Society Development","Service & Volunteerism","Service & Volunteerism","Service and Volunteerism",NA,NA,NA,NA,"Democracy",NA,NA,NA,NA,NA,"WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY","$0.00",NA,NA,"$0.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1/3/2024","Rachel Fersh",NA,2022,NA,"Rachel Fersh",1941,"WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY",NA,NA,NA,NA,NA,NA,NA,44.5050479,-73.4801348
"1261","Woodmen of the World Life Insurance Society",8515,"Woodmen of the World Life Insurance Society","Woodmen of the World Life Insurance Society",NA,"Practitioner Organization","Chapter","72-0781462",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"383 Jacks Rd","Hessmer","LA",71341,NA,NA,NA,NA,"Candid","501(c)(8)","Fraternal Beneficiary Societies","501(c)(8) Fraternal Beneficiary Societies","Q35 International Democracy & Civil Society Development","Service & Volunteerism","Service & Volunteerism","Service and Volunteerism",NA,NA,NA,NA,"Democracy",NA,NA,NA,NA,NA,"WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY","$0.00",NA,NA,"$0.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1/3/2024","Rachel Fersh",NA,2022,NA,"Rachel Fersh",1941,"WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY",NA,NA,NA,NA,NA,NA,NA,31.0596333,-92.1212363
"1262","Woodmen of the World Life Insurance Society",8516,"Woodmen of the World Life Insurance Society","Woodmen of the World Life Insurance Society",NA,"Practitioner Organization","Chapter","23-7628729",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"68628 Redwood Rd","Walkerton","IN",46574,NA,NA,NA,NA,"Candid","501(c)(8)","Fraternal Beneficiary Societies","501(c)(8) Fraternal Beneficiary Societies","Q35 International Democracy & Civil Society Development","Service & Volunteerism","Service & Volunteerism","Service and Volunteerism",NA,NA,NA,NA,"Democracy",NA,NA,NA,NA,NA,"WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY","$0.00",NA,NA,"$0.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1/3/2024","Rachel Fersh",NA,2022,NA,"Rachel Fersh",1941,"WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY",NA,NA,NA,NA,NA,NA,NA,41.4667113,-86.4830681
"1263","Woodmen of the World Life Insurance Society",8517,"Woodmen of the World Life Insurance Society","Woodmen of the World Life Insurance Society",NA,"Practitioner Organization","Chapter","23-7631044",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"835 Nancy St","Mandeville","LA",70448,NA,NA,NA,NA,"Candid","501(c)(8)","Fraternal Beneficiary Societies","501(c)(8) Fraternal Beneficiary Societies","Q35 International Democracy & Civil Society Development","Service & Volunteerism","Service & Volunteerism","Service and Volunteerism",NA,NA,NA,NA,"Democracy",NA,NA,NA,NA,NA,"WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY","$0.00",NA,NA,"$0.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1/3/2024","Rachel Fersh",NA,2022,NA,"Rachel Fersh",1941,"WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY",NA,NA,NA,NA,NA,NA,NA,30.3582305,-90.0657477
"1264","Woodmen of the World Life Insurance Society",8518,"Woodmen of the World Life Insurance Society","Woodmen of the World Life Insurance Society",NA,"Practitioner Organization","Chapter","23-7417739",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"5902 Princess Ln","Nacogdoches","TX",75961,NA,NA,NA,NA,"Candid","501(c)(8)","Fraternal Beneficiary Societies","501(c)(8) Fraternal Beneficiary Societies","Q35 International Democracy & Civil Society Development","Service & Volunteerism","Service & Volunteerism","Service and Volunteerism",NA,NA,NA,NA,"Democracy",NA,NA,NA,NA,NA,"WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY","$0.00",NA,NA,"$0.00",NA,NA,NA,NA,NA,"checked","chapter organization to be batched;","Breanna Bowyer",NA,"4/23/2024","Rachel Fersh",NA,2022,NA,"Breanna Bowyer",1941,"WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY",NA,NA,NA,NA,NA,NA,NA,31.6037322,-94.6559702
"1265","Woodmen of the World Life Insurance Society",8519,"Woodmen of the World Life Insurance Society","Woodmen of the World Life Insurance Society",NA,"Practitioner Organization","Chapter","58-1652559",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"1700 Farnam St","Omaha","NE",68102,NA,NA,NA,NA,"Candid","501(c)(8)","Fraternal Beneficiary Societies","501(c)(8) Fraternal Beneficiary Societies","Q35 International Democracy & Civil Society Development","Service & Volunteerism","Service & Volunteerism","Service and Volunteerism",NA,NA,NA,NA,"Democracy",NA,NA,NA,NA,NA,"WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY","$0.00",NA,NA,"$0.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1/3/2024","Rachel Fersh",NA,2022,NA,"Rachel Fersh",1941,"WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY",NA,NA,NA,NA,NA,NA,NA,41.2587459,-95.9383758
"1266","Woodmen of the World Life Insurance Society",8520,"Woodmen of the World Life Insurance Society","Woodmen of the World Life Insurance Society",NA,"Practitioner Organization","Chapter","23-7631085",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"RR 2 Box 328","Williston","SC",29853,NA,NA,NA,NA,"Candid","501(c)(8)","Fraternal Beneficiary Societies","501(c)(8) Fraternal Beneficiary Societies","Q35 International Democracy & Civil Society Development","Service & Volunteerism","Service & Volunteerism","Service and Volunteerism",NA,NA,NA,NA,"Democracy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12/26/2023","Rachel Fersh",NA,NA,NA,"Rachel Fersh",NA,NA,NA,NA,NA,NA,NA,NA,NA,33.4022393,-81.42323
"1267","Woodmen of the World Life Insurance Society",8521,"Woodmen of the World Life Insurance Society","Woodmen of the World Life Insurance Society",NA,"Practitioner Organization","Chapter","23-7629483",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"134 Cumberland St","Berlin","PA",15530,NA,NA,NA,NA,"Candid","501(c)(8)","Fraternal Beneficiary Societies","501(c)(8) Fraternal Beneficiary Societies","Q35 International Democracy & Civil Society Development","Service & Volunteerism","Service & Volunteerism","Service and Volunteerism",NA,NA,NA,NA,"Democracy",NA,NA,NA,NA,NA,"WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY","$0.00",NA,NA,"$0.00",NA,NA,NA,NA,NA,"checked","chapter organization to be batched;","Breanna Bowyer",NA,"5/13/2024","Rachel Fersh",NA,2022,NA,"Breanna Bowyer",1941,"WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY",NA,NA,NA,NA,NA,NA,NA,39.9208368,-78.9586063
